province,province_raw,district,party_number,party_code,party_name,party_vote,candidate_number,candidate_name,candidate_vote,candidate_rank,candidate_rank_raw
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,16,Perindo,Partai Perindo,771,2,"H. M. NAIM GANI, S.Sos.",414,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,16,Perindo,Partai Perindo,771,4,ANDI RACHMAT NUGRAHA,229,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,16,Perindo,Partai Perindo,771,3,NORMAYANTI,185,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,16,Perindo,Partai Perindo,771,7,"FAISAL HAJI MOHAMMAD MAMMA, IR",165,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,16,Perindo,Partai Perindo,771,5,VICKY IRAWAN,131,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,16,Perindo,Partai Perindo,771,9,"RIA BUDHIANI, S.E.",116,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,16,Perindo,Partai Perindo,771,6,"INDRIANI, S.E.",74,8,VIII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,16,Perindo,Partai Perindo,771,8,HARRY PRASETIO,69,9,IX
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,17,PPP,Partai Persatuan Pembangunan,8436,1,"Dr. H. MUH. ARAS, S.Pd., M.M.",101938,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,17,PPP,Partai Persatuan Pembangunan,8436,9,"Ir. H. MUH. HATTA RAHMAN, M.M.",20525,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,17,PPP,Partai Persatuan Pembangunan,8436,7,"MUH. YASIR, S.E.",19443,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,17,PPP,Partai Persatuan Pembangunan,8436,3,"Dr. A. NURHIDAYATI ZAINUDDIN, M.Si.",12856,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,17,PPP,Partai Persatuan Pembangunan,8436,5,"MUHAMMAD RUSYDI ARIF, Lc.",3514,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,17,PPP,Partai Persatuan Pembangunan,8436,2,"ANDI BUDI PAWAWOI, S.E.",2787,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,17,PPP,Partai Persatuan Pembangunan,8436,4,Hj. ST. SAHWIYAH Y.,780,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,17,PPP,Partai Persatuan Pembangunan,8436,6,EKA PUTRI,402,8,VIII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,17,PPP,Partai Persatuan Pembangunan,8436,8,ROKHANA,368,9,IX
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,24,Ummat,Partai Ummat,1374,1,AINIL RAMADHANI,872,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,24,Ummat,Partai Ummat,1374,6,NUR RIFKA HERYANTO,246,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,24,Ummat,Partai Ummat,1374,2,PRIYO PURNOMO,224,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,24,Ummat,Partai Ummat,1374,4,HARYANTO,166,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,24,Ummat,Partai Ummat,1374,5,ZUNIASIH,148,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN II,24,Ummat,Partai Ummat,1374,3,BIMA WIBOWO,140,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,1,PKB,Partai Kebangkitan Bangsa,5286,2,Ir. IRWAN HAMID,25286,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,1,PKB,Partai Kebangkitan Bangsa,5286,1,"H. NUPRI BASRI, S.T.",10714,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,1,PKB,Partai Kebangkitan Bangsa,5286,4,"AMRAN, S.E.",10564,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,1,PKB,Partai Kebangkitan Bangsa,5286,7,"NURHAN TABAU, S.Pi., M.Si.",5634,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,1,PKB,Partai Kebangkitan Bangsa,5286,3,Hj. SITTI HALIJAH,1635,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,1,PKB,Partai Kebangkitan Bangsa,5286,5,EKOWASIS BUDIARTO,524,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,1,PKB,Partai Kebangkitan Bangsa,5286,6,"SURIYANTI R., S.E.",344,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,2,Gerindra,Partai Gerakan Indonesia Raya,12056,5,UNRU BASO,88683,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,2,Gerindra,Partai Gerakan Indonesia Raya,12056,1,Ir. H. LA TINRO LA TUNRUNG,73600,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,2,Gerindra,Partai Gerakan Indonesia Raya,12056,2,"AHMAD ABDY BARAMULI, S.E.",68477,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,2,Gerindra,Partai Gerakan Indonesia Raya,12056,3,"Hj. AISYAH TIAR ARSYAD, S.E., M.B.A.",32381,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,2,Gerindra,Partai Gerakan Indonesia Raya,12056,7,"Ir. H. ANDI MUZAKKAR, M.H.",19340,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,2,Gerindra,Partai Gerakan Indonesia Raya,12056,4,"DAMAYANTI BATTI, S.I.P.",17307,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,2,Gerindra,Partai Gerakan Indonesia Raya,12056,6,"Dra. TENRI BIBI, M.Pd.",1771,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,8193,1,"SARCE BANDASO TANDIASIK, M.H.",49364,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,8193,3,"Hj. KARTINI LOLO, S.Pd.I.",17415,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,8193,2,"HERMAN OPY SANDA, S.I.P.",15828,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,8193,6,"Dr. KALATIKU PAEMBONAN, M.Si.",1843,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,8193,5,GOLDA TITING,1681,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,8193,4,NUHUNG SULEMAN,1114,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,8193,7,"LUTHER PALIMBONG, S.E., M.Si.",0,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,4,Golkar,Partai Golongan Karya,11311,1,"MUHAMMAD FAUZI, S.E.",99690,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,4,Golkar,Partai Golongan Karya,11311,5,AGUSTINA MANGANDE,61394,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,4,Golkar,Partai Golongan Karya,11311,4,ABDILLAH NATSIR,47417,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,4,Golkar,Partai Golongan Karya,11311,3,"drg. Hj. ANDI FAUZIAH PUJIWATIE, S.KG.",11808,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,4,Golkar,Partai Golongan Karya,11311,2,"HASRUL RAHMAN, S.E.",10654,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,4,Golkar,Partai Golongan Karya,11311,7,"WELEM SAMBOLANGI, S.E.",10550,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,4,Golkar,Partai Golongan Karya,11311,6,LA KAMA WIYAKA,1541,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,5,NasDem,Partai NasDem,10717,1,H. RUSDI MASSE MAPPASESSU,161301,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,5,NasDem,Partai NasDem,10717,3,"EVA STEVANY RATABA, S.H.",73910,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,5,NasDem,Partai NasDem,10717,7,PUTRI DAKKA,53700,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,5,NasDem,Partai NasDem,10717,2,"Dr. ASLAM PATONANGI, S.H., M.Si.",43580,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,5,NasDem,Partai NasDem,10717,5,"Dr. Hj. HAYARNA HAKIM, S.H., M.Si.",29162,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,5,NasDem,Partai NasDem,10717,4,"Drs. H. M. JUDAS AMIR, M.H.",12669,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,5,NasDem,Partai NasDem,10717,6,NICODEMUS BIRINGKANAE,4908,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,6,Buruh,Partai Buruh,715,1,"IKBAL, S.I.P.",658,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,6,Buruh,Partai Buruh,715,2,SEPTIAN,331,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,6,Buruh,Partai Buruh,715,4,ANDI SIGIT,258,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,6,Buruh,Partai Buruh,715,3,MUMUN MAEMUNAH,221,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,6,Buruh,Partai Buruh,715,6,SALLY AMELIA,171,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,6,Buruh,Partai Buruh,715,5,MOEHAMMAD AFFANDY,127,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,6,Buruh,Partai Buruh,715,7,MOCH. CANDRA WIGUNA,68,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,7,Gelora,Partai Gelombang Rakyat Indonesia,1743,2,"H. AMRU SAHER, S.T.",3217,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,7,Gelora,Partai Gelombang Rakyat Indonesia,1743,1,MUH. JAFAR SODDING,3004,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,7,Gelora,Partai Gelombang Rakyat Indonesia,1743,5,"Drs. ANDI ULUNG TIRO R., M.M.",2423,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,7,Gelora,Partai Gelombang Rakyat Indonesia,1743,3,WARDAH JAFAR,1103,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,7,Gelora,Partai Gelombang Rakyat Indonesia,1743,4,IRWAN,622,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,7,Gelora,Partai Gelombang Rakyat Indonesia,1743,7,"RYAN LATIEF, S.T.",612,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,7,Gelora,Partai Gelombang Rakyat Indonesia,1743,6,INDI JATAYU,159,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,8,PKS,Partai Keadilan Sejahtera,3792,1,"MUHAMMAD AMRI ARSYID, S.P.",9518,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,8,PKS,Partai Keadilan Sejahtera,3792,3,"TAUFIQ AMRULLAH, S.T., M.E.",1087,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,8,PKS,Partai Keadilan Sejahtera,3792,2,EKA ZUHRIAH,915,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,8,PKS,Partai Keadilan Sejahtera,3792,6,"DEWI WAHYUNI LUKMAN, S.IP., M.Si.",790,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,8,PKS,Partai Keadilan Sejahtera,3792,7,Ir. A. ZAINAL P.,421,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,8,PKS,Partai Keadilan Sejahtera,3792,5,SYAHRAH,337,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,8,PKS,Partai Keadilan Sejahtera,3792,4,"MANGEWA K., S.E.",333,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,9,PKN,Partai Kebangkitan Nusantara,363,1,SENDRI TANDI,329,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,9,PKN,Partai Kebangkitan Nusantara,363,2,SYARBINAL,77,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,9,PKN,Partai Kebangkitan Nusantara,363,4,MARTA ULI,62,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,9,PKN,Partai Kebangkitan Nusantara,363,5,HELAS AINUL,61,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,9,PKN,Partai Kebangkitan Nusantara,363,3,SYALLOMITHA SEKE,59,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,10,Hanura,Partai Hati Nurani Rakyat,1146,1,"Ir. AMSAL, M.Si.",2640,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,10,Hanura,Partai Hati Nurani Rakyat,1146,2,"H. LANTENG BUSTAMI, S.E., M.M.",1634,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,10,Hanura,Partai Hati Nurani Rakyat,1146,3,"IRDA DAMAYANTI, A.Md.",834,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,10,Hanura,Partai Hati Nurani Rakyat,1146,5,A. SAMSUL BAHRI,779,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,10,Hanura,Partai Hati Nurani Rakyat,1146,4,"IMAM HIDAYATULLAH, S.H.",445,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,10,Hanura,Partai Hati Nurani Rakyat,1146,7,"MIRWATY, S.E.",199,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,10,Hanura,Partai Hati Nurani Rakyat,1146,6,GUSTI AMBUN,193,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,11,Garuda,Partai Garda Republik Indonesia,529,1,MUHAMAD SOBARI,742,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,11,Garuda,Partai Garda Republik Indonesia,529,2,LISA TRY SEPTIANTY,406,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,11,Garuda,Partai Garda Republik Indonesia,529,3,ABUBAKAR ALI,280,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,11,Garuda,Partai Garda Republik Indonesia,529,4,NURYANAH,215,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,11,Garuda,Partai Garda Republik Indonesia,529,5,EDY SABHARA,181,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,11,Garuda,Partai Garda Republik Indonesia,529,7,INDAH PUJI ASTUTI AKBAR,96,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,11,Garuda,Partai Garda Republik Indonesia,529,6,EDY BAHRUDIN,94,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,12,PAN,Partai Amanat Nasional,3471,1,"Drs. H. MUSLIMIN BANDO, M.Pd.",78578,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,12,PAN,Partai Amanat Nasional,3471,2,"H A JAMALUDDIN JAFAR, S.E., M.M.",13264,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,12,PAN,Partai Amanat Nasional,3471,3,"SATRIAWATY MALLU, S.Kom., M.Cs.",3636,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,12,PAN,Partai Amanat Nasional,3471,4,"BASUDDIN, S.E.",1082,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,12,PAN,Partai Amanat Nasional,3471,5,"YONDA NURTAKWA, S.T.",553,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,12,PAN,Partai Amanat Nasional,3471,6,PUTRI FORTUNA HUZAIMAH,424,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,12,PAN,Partai Amanat Nasional,3471,7,Ir. MARDAN MUHAMMAD,422,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,13,PBB,Partai Bulan Bintang,577,1,"DIANA EKAWATI, S.Sos.",976,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,13,PBB,Partai Bulan Bintang,577,2,"Dr. ASRIANDI, S.E., M.M.",528,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,13,PBB,Partai Bulan Bintang,577,3,"FADLI, S.E.",177,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,13,PBB,Partai Bulan Bintang,577,4,"HUSNI, A.Md.",149,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,13,PBB,Partai Bulan Bintang,577,5,"PATAWARI, S.S.",124,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,14,Demokrat,Partai Demokrat,4374,2,Irjen. Pol. (Purn.) Drs. Frederik Kalalembang,51664,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,14,Demokrat,Partai Demokrat,4374,1,Muhammad Dhevy Bijak Pawindu,45160,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,14,Demokrat,Partai Demokrat,4374,3,DEWI SARTIKA PASANDE,39778,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,14,Demokrat,Partai Demokrat,4374,5,Ali Syarif,9358,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,14,Demokrat,Partai Demokrat,4374,4,"NASRUDDIN, S.T., M.T.",4479,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,14,Demokrat,Partai Demokrat,4374,7,Ir. H. TRIYONO KUSNAN,3137,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,14,Demokrat,Partai Demokrat,4374,6,"RIDA FAUZIA QINVI, S.Sos., M.Han.",425,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,15,PSI,Partai Solidaritas Indonesia,1785,1,"Alan Christian Singkali, M.Si.",5371,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,15,PSI,Partai Solidaritas Indonesia,1785,2,"Prof. Dr. Ir. DAUD MALAMASSAM, M.Agr.",2605,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,15,PSI,Partai Solidaritas Indonesia,1785,7,JEFRYANTO KASTIAP POBUTI,832,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,15,PSI,Partai Solidaritas Indonesia,1785,5,"YOHAN TITING, S.E.",467,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,15,PSI,Partai Solidaritas Indonesia,1785,3,ST. SAKINAH DIAN ISLAMIATY,320,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,15,PSI,Partai Solidaritas Indonesia,1785,4,SUPTI YANTO,320,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,15,PSI,Partai Solidaritas Indonesia,1785,6,FIFIH ALFINA AYU LESTARI J.,78,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,16,Perindo,Partai Perindo,854,1,"Mayjen. TNI (Purn.) KASIM GENAWI, S.IP.",3492,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,16,Perindo,Partai Perindo,854,2,ROMI ARFANDI TANDIARI,797,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,16,Perindo,Partai Perindo,854,4,"JERRY BITTIKAKA, S.T.",344,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,16,Perindo,Partai Perindo,854,3,"MARINA ANGELINE MONICA, S.Psi.",212,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,16,Perindo,Partai Perindo,854,6,"MUHAMMAD SUAIB TAHIR, M.A., Ph.D.",153,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,16,Perindo,Partai Perindo,854,5,YOVANKA ANGELA SIREGAR,152,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,16,Perindo,Partai Perindo,854,7,MARIA SYARAH COLYBEIRTHA,116,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,17,PPP,Partai Persatuan Pembangunan,1987,1,"DARWIS ISMAIL, S.T., M.M.",38800,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,17,PPP,Partai Persatuan Pembangunan,1987,5,H. SAHABUDDIN,17488,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,17,PPP,Partai Persatuan Pembangunan,1987,2,"Hj. RISMAYANTI, S.E.",9877,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,17,PPP,Partai Persatuan Pembangunan,1987,7,"HENRIONO, S.Fil.I.",854,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,17,PPP,Partai Persatuan Pembangunan,1987,4,ANDI PANGERAN,844,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,17,PPP,Partai Persatuan Pembangunan,1987,3,"Drs. H. MUCHTAR AMMA, M.M.",760,6,VI
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,17,PPP,Partai Persatuan Pembangunan,1987,6,Hj. SUHARTI,479,7,VII
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,24,Ummat,Partai Ummat,286,1,SABAR SITANGGANG,192,1,I
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,24,Ummat,Partai Ummat,286,6,NUR HIDAYAH PUSPITASARI,118,2,II
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,24,Ummat,Partai Ummat,286,2,WIDAYAT,77,3,III
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,24,Ummat,Partai Ummat,286,5,LILA ROSIDAH,72,4,IV
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,24,Ummat,Partai Ummat,286,3,NUNIK WIHARYANTI,67,5,V
Sulawesi Selatan,SULAWESI SELATAN,SULAWESI SELATAN III,24,Ummat,Partai Ummat,286,4,SRI APIKASARI,56,6,VI
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,1,PKB,Partai Kebangkitan Bangsa,5137,1,K.H. MUHAMMAD SYIBLI SAHABUDDIN,38275,1,I
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,1,PKB,Partai Kebangkitan Bangsa,5137,2,ROCKY BERNADIF PAOTONAN,4544,2,II
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,1,PKB,Partai Kebangkitan Bangsa,5137,4,NURNANENGSIH,1519,3,III
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,1,PKB,Partai Kebangkitan Bangsa,5137,3,RAMLAH,1086,4,IV
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,2,Gerindra,Partai Gerakan Indonesia Raya,7413,1,Dra. Hj. RUSKATI ALI BAAL,43713,1,I
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,2,Gerindra,Partai Gerakan Indonesia Raya,7413,2,"ANDI M. ILHAM RUSALI MASDAR, S.A.P., M.Han.",16947,2,II
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,2,Gerindra,Partai Gerakan Indonesia Raya,7413,3,SYAHRAN AHMAD,6858,3,III
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,2,Gerindra,Partai Gerakan Indonesia Raya,7413,4,"PANJI BAYU WIDODO, S.E.",1202,4,IV
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,3,PDIP,Partai Demokrasi Indonesia Perjuangan,5723,2,"Dr. Ir. H. AGUS AMBO DJIWA, M.P.",64731,1,I
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,3,PDIP,Partai Demokrasi Indonesia Perjuangan,5723,3,JUMRIAH,46590,2,II
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,3,PDIP,Partai Demokrasi Indonesia Perjuangan,5723,1,"Dr. ULFAH MAWARDI, M.Pd.",9490,3,III
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,3,PDIP,Partai Demokrasi Indonesia Perjuangan,5723,4,"RIO MEWANGLO PAIPINAN, S.E.",6180,4,IV
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,4,Golkar,Partai Golongan Karya,8124,4,"H. ARWAN M. ARAS T., S.Kom.",64824,1,I
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,4,Golkar,Partai Golongan Karya,8124,1,"Drs. H. IBNU MUNZIR, M.AP.",14697,2,II
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,4,Golkar,Partai Golongan Karya,8124,2,"MUHAMMAD BALYAH, S.H., M.H.",9020,3,III
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,4,Golkar,Partai Golongan Karya,8124,3,Hj. ANNA MURTINA B.,3128,4,IV
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,5,NasDem,Partai NasDem,6171,1,"RATIH MEGASARI SINGKARRU, M.Sc.",122194,1,I
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,5,NasDem,Partai NasDem,6171,2,Drs. H. ANWAR ADNAN SALEH,11237,2,II
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,5,NasDem,Partai NasDem,6171,3,"H. MUHAMMAD JAYADI, S.Ag., S.H., M.H.",1832,3,III
Sulawesi Barat,SULAWESI BARAT,SULAWESI BARAT,5,NasDem,Partai NasDem,6171,4,Hj. ENNY ANGGRAENY ANWAR,1062,4,IV
